App,as_app_id,as_title,as_store,as_genres,as_primary_genre,as_content_rating,as_size,as_required_os_version,as_released,as_updated,as_version,as_price,as_free,as_score,as_reviews,as_current_version_score,as_current_version_reviews
"CYANOGEN. Rent, buy an apartment, a room, a cottage 3+",388038507,Rent. Apartments and Homes,apple,"Lifestyle, Utilities",Lifestyle,4+,64102400,16.0,2010-08-26T00:36:10Z,2025-09-22T14:31:45Z,11.3.0,0.0,True,4.73254,191729,4.73254,191729
Trulia Real Estate & Rentals,288487321,Trulia Real Estate & Rentals,apple,"Lifestyle, Finance",Lifestyle,4+,114267136,17.0,2019-02-12T08:00:00Z,2025-09-02T16:29:39Z,17.4,0.0,True,4.81715,1404345,4.81715,1404345
Latest 2018 Home Designs,1168709467,Decor Matters: Home Design App,apple,"Lifestyle, Games, Casual, Simulation",Lifestyle,17+,282822656,15.6,2017-03-07T02:48:45Z,2025-09-26T01:21:45Z,13.16.0,0.0,True,4.69593,14168,4.69593,14168
Houzz Interior Design Ideas,399563465,Houzz - Home Design & Remodel,apple,"Lifestyle, Shopping",Lifestyle,4+,187975680,17.0,2010-11-11T18:37:26Z,2025-09-07T09:42:48Z,25.09.02,0.0,True,4.84415,313902,4.84415,313902
Good room network fast rent,388038507,Rent. Apartments and Homes,apple,"Lifestyle, Utilities",Lifestyle,4+,64102400,16.0,2010-08-26T00:36:10Z,2025-09-22T14:31:45Z,11.3.0,0.0,True,4.73254,191729,4.73254,191729
Yongqing fast search,440676901,Agoda: Cheap Flights & Hotels,apple,Travel,Travel,4+,428561408,16.0,2011-06-07T02:10:07Z,2025-09-23T03:58:31Z,13.36.0,0.0,True,4.81939,175199,4.81939,175199
LIFULL HOME'S,342650611,LIFULL HOME'S,apple,"Navigation, Lifestyle",Navigation,4+,226486272,16.0,2009-12-23T07:33:55Z,2025-08-28T06:40:46Z,5.57.1,0.0,True,4.59467,338,4.59467,338
"Apartment List: Housing, Apt, and Property Rentals",659694038,Apartment List: Apt rentals,apple,"Lifestyle, Utilities",Lifestyle,4+,56610816,17.0,2013-06-17T21:05:53Z,2025-09-18T13:08:48Z,8.5.1,0.0,True,4.69372,460451,4.69372,460451
Gold Butterfly Keyboard Theme,1035199024,Kika Keyboard: Custom Themes,apple,"Utilities, Entertainment",Utilities,17+,172010496,13.0,2015-10-13T00:00:25Z,2025-09-20T04:17:55Z,5.4.0,0.0,True,4.56592,290570,4.56592,290570
"Apartment, Home Rental Search: Realtor.com Rentals",336698281,Realtor.com Real Estate & Rent,apple,"Lifestyle, Business",Lifestyle,4+,712128512,16.0,2010-01-11T07:06:20Z,2025-09-25T14:24:17Z,26.6.5,0.0,True,4.78012,987394,4.78012,987394
Living Smart Home,1115101477,SmartLife - Smart Living,apple,Lifestyle,Lifestyle,4+,273797120,13.0,2016-05-26T02:16:05Z,2025-09-26T00:04:26Z,6.10.6,0.0,True,4.7301,266695,4.7301,266695
591 Housing Trading - Hong Kong,541403633,RentCafe Resident,apple,"Utilities, Productivity",Utilities,4+,57786368,12.0,2012-07-16T19:24:42Z,2025-09-11T08:28:50Z,25.8.0,0.0,True,4.83337,789385,4.83337,789385
Trulia Rent Apartments & Homes,288487321,Trulia Real Estate & Rentals,apple,"Lifestyle, Finance",Lifestyle,4+,114267136,17.0,2019-02-12T08:00:00Z,2025-09-02T16:29:39Z,17.4,0.0,True,4.81715,1404345,4.81715,1404345
Redfin Real Estate,327962480,"Redfin: Buy, Sell & Rent Homes",apple,"Lifestyle, Business",Lifestyle,4+,176657408,17.0,2009-08-31T07:00:00Z,2025-09-25T22:28:39Z,594.0.0.28979,0.0,True,4.80476,1507571,4.80476,1507571
"Domofond Real Estate. Buy, rent an apartment.",388038507,Rent. Apartments and Homes,apple,"Lifestyle, Utilities",Lifestyle,4+,64102400,16.0,2010-08-26T00:36:10Z,2025-09-22T14:31:45Z,11.3.0,0.0,True,4.73254,191729,4.73254,191729
"realestate.com.au - Buy, Rent & Sell Property",404667893,realestate.com.au - Property,apple,"Lifestyle, Finance",Lifestyle,4+,215642112,17.0,2010-12-16T05:54:10Z,2025-09-22T04:56:17Z,5.324.0,0.0,True,4.73112,1536,4.73112,1536
Yes319 real price login query,327962480,"Redfin: Buy, Sell & Rent Homes",apple,"Lifestyle, Business",Lifestyle,4+,176657408,17.0,2009-08-31T07:00:00Z,2025-09-25T22:28:39Z,594.0.0.28979,0.0,True,4.80476,1507571,4.80476,1507571
DaBang - Rental Homes in Korea,336698281,Realtor.com Real Estate & Rent,apple,"Lifestyle, Business",Lifestyle,4+,712128512,16.0,2010-01-11T07:06:20Z,2025-09-25T14:24:17Z,26.6.5,0.0,True,4.78012,987394,4.78012,987394
DIY On A Budget,429047995,Pinterest,apple,"Lifestyle, Photo & Video",Lifestyle,12+,244586496,16.0,2011-04-28T15:51:13Z,2025-09-24T17:20:30Z,13.36,0.0,True,4.78475,5409656,4.78475,5409656
Free Foreclosure Real Estate Search by USHUD.com,412910736,USHUD Foreclosure Home Search,apple,"Business, Lifestyle",Business,4+,30132224,15.1,2011-01-06T01:17:12Z,2025-07-31T07:52:35Z,2.5.17,0.0,True,4.44817,4505,4.44817,4505
Mortgage by Zillow: Calculator & Rates,310738695,Zillow Real Estate & Rentals,apple,"Lifestyle, Reference",Lifestyle,4+,448800768,17.0,2009-04-29T07:00:00Z,2025-09-23T18:52:46Z,2025.37.0,0.0,True,4.80093,7187598,4.80093,7187598
Home Security Camera WardenCam - reuse old phones,1459289784,Arlo Secure: Home Security,apple,"Lifestyle, Utilities",Lifestyle,4+,768586752,15.0,2019-09-04T07:00:00Z,2025-09-22T16:08:18Z,6.4.4,0.0,True,4.04016,274351,4.04016,274351
Room planner: Interior & Floorplan Design for IKEA,1452164827,IKEA,apple,"Shopping, Lifestyle",Shopping,4+,234338304,16.0,2020-10-24T07:00:00Z,2025-09-18T08:45:04Z,4.25.0,0.0,True,4.7728,126937,4.7728,126937
Rent.com Apartment Homes,388038507,Rent. Apartments and Homes,apple,"Lifestyle, Utilities",Lifestyle,4+,64102400,16.0,2010-08-26T00:36:10Z,2025-09-22T14:31:45Z,11.3.0,0.0,True,4.73254,191729,4.73254,191729
Good house to buy a house,327962480,"Redfin: Buy, Sell & Rent Homes",apple,"Lifestyle, Business",Lifestyle,4+,176657408,17.0,2009-08-31T07:00:00Z,2025-09-25T22:28:39Z,594.0.0.28979,0.0,True,4.80476,1507571,4.80476,1507571
LH Housing Promotion Notice,1036508523,今日澳洲-澳大利亚租房生活信息指南,apple,"News, Lifestyle",News,12+,282987520,13.0,2015-10-31T03:23:11Z,2025-09-17T06:46:07Z,4.27.15,0.0,True,4.2381,42,4.2381,42
Apartments.com Rental Search,319836632,Apartments.com Rental Finder,apple,"Lifestyle, Business",Lifestyle,4+,93159424,16.0,2009-06-20T18:15:22Z,2025-09-15T20:41:29Z,12.4.1,0.0,True,4.8554,441132,4.8554,441132
Hemnet,525017304,Hemnet,apple,"Lifestyle, Finance",Lifestyle,4+,96797696,17.0,2012-05-15T04:51:09Z,2025-09-13T06:38:29Z,9.1.1,0.0,True,4.7454,436,4.7454,436
At home - rental · real estate · room finding application such as apartment · apartment,659694038,Apartment List: Apt rentals,apple,"Lifestyle, Utilities",Lifestyle,4+,56610816,17.0,2013-06-17T21:05:53Z,2025-09-18T13:08:48Z,8.5.1,0.0,True,4.69372,460451,4.69372,460451
Alfred Home Security Camera,966460837,Alfred Home Security Camera,apple,"Lifestyle, Utilities",Lifestyle,4+,200019968,12.0,2015-05-02T14:47:36Z,2025-09-23T04:45:04Z,2025.20.0,0.0,True,4.76677,104687,4.76677,104687
House app: beautiful everyday ~,834465911,H&M,apple,"Shopping, Lifestyle",Shopping,4+,187020288,16.0,2018-07-07T08:41:17Z,2025-09-20T01:59:30Z,25.38.1,0.0,True,4.82254,199711,4.82254,199711
Home tips and advice,411903182,Better Homes and Gardens,apple,"Lifestyle, Magazines & Newspapers",Lifestyle,12+,81519616,13.0,2011-03-15T07:00:00Z,2025-08-14T15:22:32Z,6.2.0,0.0,True,4.65409,318,4.65409,318
"N1.RU - Real estate: apartments, new buildings, lodging",319836632,Apartments.com Rental Finder,apple,"Lifestyle, Business",Lifestyle,4+,93159424,16.0,2009-06-20T18:15:22Z,2025-09-15T20:41:29Z,12.4.1,0.0,True,4.8554,441132,4.8554,441132
Ruler,623207505,Ruler®,apple,"Utilities, Productivity",Utilities,4+,26714112,15.0,2013-03-28T07:00:00Z,2025-03-21T10:11:26Z,3.8.1,0.0,True,4.33693,34307,4.33693,34307
Home Decor Showpiece Art making: Medium Difficulty,477128284,"Etsy: Shop Home, Style & More",apple,"Shopping, Lifestyle",Shopping,12+,218398720,18.0,2011-11-16T16:40:25Z,2025-09-22T15:21:28Z,7.44,0.0,True,4.92814,6627547,4.92814,6627547
Real estate court auction information site - Hyundai court auction,1043251055,Auction.com - Homes for Sale,apple,"Business, Lifestyle",Business,4+,73805824,12.4,2015-10-11T19:32:59Z,2025-09-11T21:58:01Z,5.3.24,0.0,True,4.63892,8710,4.63892,8710
iProperty Malaysia,366785142,iProperty Malaysia,apple,"Lifestyle, Utilities",Lifestyle,4+,60828672,15.1,2010-04-21T00:08:24Z,2025-08-20T12:20:22Z,2025.8.19,0.0,True,4.62636,91,4.62636,91
ColorSnap® Visualizer,6466933712,Sherwin-Williams Color Expert™,apple,"Lifestyle, Photo & Video",Lifestyle,4+,121846784,17.0,2024-04-30T07:00:00Z,2025-09-24T12:54:12Z,1.21.0,0.0,True,4.57571,5607,4.57571,5607
Apartment Decorating Ideas,659694038,Apartment List: Apt rentals,apple,"Lifestyle, Utilities",Lifestyle,4+,56610816,17.0,2013-06-17T21:05:53Z,2025-09-18T13:08:48Z,8.5.1,0.0,True,4.69372,460451,4.69372,460451
Bedroom Decorating Ideas,836767708,Wayfair – Shop All Things Home,apple,"Shopping, Lifestyle",Shopping,4+,254607360,16.0,2014-03-30T06:54:08Z,2025-09-22T14:11:01Z,6.39.0,0.0,True,4.86903,2332588,4.86903,2332588
Room Painting Ideas,6444501807,Room Idea for modern house,apple,"Productivity, Entertainment",Productivity,4+,20591616,14.0,2022-11-21T08:00:00Z,2022-11-21T08:09:30Z,1.0,0.0,True,4.48567,29586,4.48567,29586
Kitchen Island Ideas,399563465,Houzz - Home Design & Remodel,apple,"Lifestyle, Shopping",Lifestyle,4+,187975680,17.0,2010-11-11T18:37:26Z,2025-09-07T09:42:48Z,25.09.02,0.0,True,4.84415,313902,4.84415,313902
Living Room Decorating Ideas,836767708,Wayfair – Shop All Things Home,apple,"Shopping, Lifestyle",Shopping,4+,254607360,16.0,2014-03-30T06:54:08Z,2025-09-22T14:11:01Z,6.39.0,0.0,True,4.86903,2332588,4.86903,2332588
Bathroom Decorating Ideas,399563465,Houzz - Home Design & Remodel,apple,"Lifestyle, Shopping",Lifestyle,4+,187975680,17.0,2010-11-11T18:37:26Z,2025-09-07T09:42:48Z,25.09.02,0.0,True,4.84415,313902,4.84415,313902
Wall Decorating Ideas,1413287364,Redecor - Home Design Game,apple,"Games, Graphics & Design, Casual, Simulation",Games,12+,165728256,12.4,2020-04-10T07:00:00Z,2025-09-21T08:14:13Z,3.49.6,0.0,True,4.71889,265611,4.71889,265611
Zumper - Apartment Rental Finder,678683201,Zumper - Apartment Finder,apple,"Lifestyle, Travel",Lifestyle,4+,155996160,17.4,2013-08-15T07:00:00Z,2025-09-17T19:45:03Z,4.3.7,0.0,True,4.78095,63532,4.78095,63532
RadPad: Apartment Finder App,659694038,Apartment List: Apt rentals,apple,"Lifestyle, Utilities",Lifestyle,4+,56610816,17.0,2013-06-17T21:05:53Z,2025-09-18T13:08:48Z,8.5.1,0.0,True,4.69372,460451,4.69372,460451
Homesnap Real Estate & Rentals,336698281,Realtor.com Real Estate & Rent,apple,"Lifestyle, Business",Lifestyle,4+,712128512,16.0,2010-01-11T07:06:20Z,2025-09-25T14:24:17Z,26.6.5,0.0,True,4.78012,987394,4.78012,987394
Trulia Mortgage Calculators,1478735062,Mortgage Pal - Loan Calculator,apple,"Finance, Utilities",Finance,4+,90101760,10.0,2019-09-09T07:00:00Z,2021-03-04T18:00:03Z,3.7,0.0,True,4.78206,2854,4.78206,2854
Public Digital Library,1076402606,"Libby, the library app",apple,"Books, Entertainment",Book,4+,12030976,10.0,2016-12-12T21:35:54Z,2025-09-12T13:11:17Z,8.3.1,0.0,True,4.85269,3867814,4.85269,3867814
Quotes,876080126,Motivation - Daily quotes,apple,"Health & Fitness, Lifestyle",Health & Fitness,4+,334940160,16.0,2014-05-13T23:29:36Z,2025-09-23T18:31:35Z,6.2.0,0.0,True,4.83805,1005889,4.83805,1005889
Best New Ringtones 2018 Free 🔥 For Android™,1470100930,Ringtones: for iPhone,apple,"Music, Productivity",Music,4+,210869248,15.0,2019-07-20T07:00:00Z,2025-03-05T02:28:00Z,2.9,0.0,True,4.4314,34218,4.4314,34218
Lamp detector,1450361878,Lepro LampUX,apple,"Utilities, Lifestyle",Utilities,4+,167148544,10.0,2019-02-01T13:19:03Z,2022-03-18T01:56:21Z,1.5.1,0.0,True,4.79505,15243,4.79505,15243
SUDOKU,1193508329,Sudoku.com - Number Games,apple,"Games, Entertainment, Board, Puzzle",Games,4+,211861504,15.0,2017-03-30T09:32:35Z,2025-09-25T10:52:46Z,7.5.0,0.0,True,4.75572,1788512,4.75572,1788512
General culture,1500143611,Yuno - General knowledge,apple,"Education, Books",Education,4+,114149376,16.0,2021-10-28T07:00:00Z,2025-09-22T12:14:22Z,4.9.1,0.0,True,4.76149,7354,4.76149,7354
Luffs,722804810,Gopuff - Food & Drink Delivery,apple,"Food & Drink, Lifestyle",Food & Drink,12+,85186560,13.4,2013-10-17T08:12:48Z,2025-09-22T13:12:38Z,10.73.0,0.0,True,4.79216,236209,4.79216,236209
Aviary Effects: Classic,1123449586,Effects Cam - Visual Effects,apple,"Entertainment, Photo & Video",Entertainment,17+,59264000,9.1,2016-06-16T09:33:24Z,2018-04-09T08:26:50Z,1.2,0.0,True,4.38872,3900,4.38872,3900
Chakra Cleansing,6450438356,Chakra Meditation Reiki Guided,apple,"Lifestyle, Health & Fitness",Lifestyle,4+,133756928,13.0,2023-07-03T07:00:00Z,2025-09-10T11:46:40Z,2.2.82,0.0,True,4.8368,674,4.8368,674
Aviary Stickers: Free Pack,1556594773,Fancy Stickers - Sticker Maker,apple,"Entertainment, Reference",Entertainment,4+,125438976,11.0,2021-03-10T08:00:00Z,2022-02-08T09:58:15Z,2.1.0,0.0,True,4.68666,21172,4.68666,21172
Call Recorder,1377904267,Phone Call Recorder Free of Ad,apple,"Business, Utilities",Business,4+,56136704,13.0,2018-09-15T03:25:17Z,2025-02-12T19:48:29Z,3.10.17,0.0,True,4.38401,9328,4.38401,9328
Pink Water Sakura Keyboard Theme,1035199024,Kika Keyboard: Custom Themes,apple,"Utilities, Entertainment",Utilities,17+,172010496,13.0,2015-10-13T00:00:25Z,2025-09-20T04:17:55Z,5.4.0,0.0,True,4.56592,290570,4.56592,290570
auto Call Recorder 2018,573751328,TapeACall: Call Recorder,apple,"Business, Productivity",Business,4+,410010624,14.0,2013-01-22T00:27:52Z,2025-08-20T10:35:16Z,8.0.46,0.0,True,4.31778,36063,4.31778,36063
converter video to mp3,1294207675,Media Converter - video to mp3,apple,"Utilities, Entertainment",Utilities,4+,130220032,13.0,2017-10-10T04:37:29Z,2025-09-03T08:30:35Z,4.11,0.0,True,4.68628,22660,4.68628,22660
eBiblio,1541822581,eBiblio,apple,"Books, Reference",Book,12+,32969728,15.0,2020-12-18T08:00:00Z,2025-07-30T19:23:44Z,1.12.6,0.0,True,0.0,0,0.0,0
chicken song,1527960886,Hen Simulator Family Survival,apple,"Games, Adventure, Entertainment, Role Playing",Games,4+,210059264,13.0,2020-08-17T07:00:00Z,2025-09-25T05:12:40Z,1.10,0.0,True,4.38298,47,4.38298,47
Words (188 Category),6465991134,Words - Connections Word Game,apple,"Games, Trivia, Word",Games,17+,148938752,13.0,2023-09-22T07:00:00Z,2025-03-19T13:35:14Z,3.2.0,0.0,True,4.53766,17712,4.53766,17712
Binaural Beats Meditation,6471041035,Moongate: Binaural Beats,apple,"Music, Lifestyle",Music,4+,97084416,16.0,2023-11-02T07:00:00Z,2025-09-12T03:39:13Z,2.23.0,0.0,True,4.68509,31679,4.68509,31679
Essential Resources,1336646522,MyLink - Local Resources,apple,Reference,Reference,4+,11208704,14.0,2018-01-25T02:11:08Z,2025-09-05T14:00:32Z,2.0.3,0.0,True,4.28,25,4.28,25
MOMOLAND BBoom BBoom,1550778062,TrendTok Analytics & Tracker,apple,"Reference, Social Networking",Reference,4+,103377920,13.0,2021-02-11T08:00:00Z,2025-08-21T13:23:39Z,6.4,0.0,True,4.80525,53286,4.80525,53286
Cold Spirits,1277318070,Total Wine & More,apple,"Food & Drink, Lifestyle",Food & Drink,17+,96011264,15.1,2018-01-08T19:35:00Z,2025-09-17T11:51:49Z,9.9.1,0.0,True,4.80579,91067,4.80579,91067
Cardboard,6448785898,CardBrother - Sell Gift Cards,apple,"Finance, Utilities",Finance,17+,57055232,15.1,2023-06-18T07:00:00Z,2025-09-08T10:23:31Z,3.0.13,0.0,True,4.54158,17772,4.54158,17772
How to sew & make the easiest pattern,1467867656,Stitchly: Cross stitch,apple,"Lifestyle, Entertainment",Lifestyle,12+,44868608,12.0,2019-06-15T01:55:11Z,2025-09-15T17:04:14Z,3.5.1,0.0,True,4.69656,1104,4.69656,1104
I will return his eggs,328412701,Yahoo Finance: Stocks & News,apple,"Finance, News",Finance,4+,174663680,18.0,2009-09-08T03:58:36Z,2025-09-22T14:29:13Z,25.18.3,0.0,True,4.75086,600310,4.75086,600310
Bird Sounds & Bird Ringtones for Free 2018,773457673,Merlin Bird ID by Cornell Lab,apple,"Reference, Lifestyle",Reference,4+,375714816,17.6,2013-12-11T08:33:23Z,2025-07-14T19:12:46Z,3.7.1,0.0,True,4.86613,106526,4.86613,106526
Benefits of olive oil with garlic,6739765789,Olive - Holistic Food Scanner,apple,Health & Fitness,Health & Fitness,4+,136218624,15.1,2025-01-24T08:00:00Z,2025-09-07T05:42:44Z,1.2.8,0.0,True,4.86801,7130,4.86801,7130
Sad hair without net,529129647,Supercuts Hair Salon Check-in,apple,"Lifestyle, Utilities",Lifestyle,4+,43022336,13.0,2012-06-06T18:41:19Z,2025-09-16T16:47:06Z,7.60,0.0,True,4.73501,83959,4.73501,83959
Top Popular Ringtones 2018 Free 🔥,1470100930,Ringtones: for iPhone,apple,"Music, Productivity",Music,4+,210869248,15.0,2019-07-20T07:00:00Z,2025-03-05T02:28:00Z,2.9,0.0,True,4.4314,34218,4.4314,34218
Wifi Connect Library,548925969,WiFi Map: Free WiFi Near You,apple,"Travel, Navigation",Travel,4+,424850432,15.6,2012-09-20T17:53:00Z,2025-08-21T12:01:28Z,8.5.0 WiFi Map: Free WiFi Near You,0.0,True,4.56816,31257,4.56816,31257
Super Funny Ringtones 2018 🔔,981236820,Funny Ringtones +,apple,"Entertainment, Utilities",Entertainment,17+,38080512,12.0,2015-11-04T21:32:10Z,2024-03-08T02:36:14Z,1.6,0.0,True,4.44244,1277,4.44244,1277
Apk Installer,979401801,Browser and Documents Manager,apple,"Utilities, Business",Utilities,17+,42122240,10.0,2016-02-20T10:32:32Z,2019-03-25T09:40:08Z,2.6,0.0,True,4.63718,123240,4.63718,123240
SAMSUNG RETAILMODE 2018,1458344336,Back Market - Buy & Sell,apple,"Shopping, Lifestyle",Shopping,12+,162777088,15.0,2021-06-03T07:00:00Z,2025-09-22T23:29:27Z,5.19,0.0,True,4.73302,52790,4.73302,52790
OpenCV Manager,1087803190,Hik-Connect - for End user,apple,"Photo & Video, Lifestyle",Photo & Video,4+,359857152,14.0,2016-03-09T02:47:14Z,2025-09-24T11:08:58Z,6.10.822,0.0,True,4.69496,171782,4.69496,171782
Eternal life,6504541107,Eternal Member App,apple,"Health & Fitness, Medical",Health & Fitness,17+,66191360,17.0,2025-03-16T07:00:00Z,2025-09-24T00:21:06Z,1.4.1,0.0,True,4.5,8,4.5,8
V380s,1168968245,V380S,apple,"Utilities, Lifestyle",Utilities,4+,64949248,10.0,2017-01-04T16:29:17Z,2022-06-10T00:14:39Z,6.0.1,0.0,True,2.74359,351,2.74359,351
Cool Popular Ringtones 2018 🔥,1457775640,Best Ringtones 2025 for iPhone,apple,"Music, Entertainment",Music,12+,123303936,15.0,2019-03-30T23:20:04Z,2025-07-30T10:11:35Z,3.2.7,0.0,True,4.64993,24181,4.64993,24181
Blackpink as if it's your last,6444351044,BLACKPINK THE GAME,apple,"Games, Casual, Puzzle",Games,12+,248487936,12.0,2023-05-17T07:00:00Z,2025-06-04T05:15:45Z,1.15.039,0.0,True,4.75549,5006,4.75549,5006
Wifi Test,616145031,Internet Speed Test Speedcheck,apple,"Utilities, Travel",Utilities,4+,187425792,13.0,2013-05-08T20:49:19Z,2025-08-17T04:18:45Z,5.3.16,0.0,True,4.88253,97318,4.88253,97318
Patience Words,1386727308,Kryss - The Battle of Words,apple,"Games, Puzzle, Entertainment, Word",Games,4+,219154432,15.0,2019-12-05T08:00:00Z,2025-09-22T11:38:45Z,9.42,0.0,True,4.216,125,4.216,125
Market Update Helper,1205990992,TradingView: Track All Markets,apple,"Finance, News",Finance,17+,179249152,16.0,2017-04-24T11:29:54Z,2025-09-20T04:22:50Z,2.116.1,0.0,True,4.8535,323466,4.8535,323466
Ayyush wih wih new without Net,1521593987,Smart TV Remote for ThinG TV,apple,"Utilities, Reference",Utilities,4+,137364480,15.0,2020-08-30T07:00:00Z,2025-07-09T18:09:49Z,5.2,0.0,True,4.3421,10149,4.3421,10149
Girls Nancy Ajram Without Net,863844475,YouCam Makeup: Face Editor,apple,"Photo & Video, Lifestyle",Photo & Video,9+,272285696,16.0,2014-08-13T00:04:21Z,2025-09-07T10:07:31Z,6.36.0,0.0,True,4.75249,149419,4.75249,149419
R M Lock Screen,1038212933,Schlage Home,apple,"Lifestyle, Utilities",Lifestyle,4+,157045760,15.0,2015-09-22T18:19:48Z,2025-09-16T08:40:29Z,8.2.1,0.0,True,4.80203,215675,4.80203,215675
Mama Lala 's song,6742108393,Mama Foundation for the Arts,apple,Education,Education,4+,108697600,12.0,2025-02-23T08:00:00Z,2025-04-09T23:37:07Z,1.0.5,0.0,True,3.0,2,3.0,2
Barcode Scanner,368494609,QR Reader for iPhone,apple,"Utilities, Productivity",Utilities,12+,94235648,12.0,2010-05-02T06:01:13Z,2024-09-25T22:06:10Z,9.5,0.0,True,4.72382,1348230,4.72382,1348230
Young Speeches,571201601,Speeches App,apple,"Productivity, Business",Productivity,4+,11801600,11.0,2012-10-28T15:06:14Z,2019-04-02T21:17:06Z,2.3,4.99,False,4.41667,24,4.41667,24
New Ringtones 2018,1470100930,Ringtones: for iPhone,apple,"Music, Productivity",Music,4+,210869248,15.0,2019-07-20T07:00:00Z,2025-03-05T02:28:00Z,2.9,0.0,True,4.4314,34218,4.4314,34218
EyeCloud,685175161,EyeCloud,apple,"Photo & Video, Medical",Photo & Video,4+,202103808,10.0,2013-09-09T22:34:21Z,2021-08-09T09:04:18Z,5.5.7,0.0,True,3.52523,436,3.52523,436
Dollhouse Decorating Games,998176001,My Town : Home - Family Games,apple,"Education, Family, Games, Simulation",Education,4+,721927168,13.0,2015-07-23T16:38:12Z,2025-06-02T05:26:37Z,3.26,0.0,True,4.45561,302081,4.45561,302081
metroZONE,889571826,Smart Metronome & Tuner,apple,"Music, Utilities",Music,4+,13643776,15.6,2014-06-24T07:17:00Z,2025-07-22T19:11:42Z,15.7,0.0,True,4.7333,46746,4.7333,46746
Easy Hair Style Design,1494448939,Prookie: Hair AI Hairstyle app,apple,"Photo & Video, Graphics & Design",Photo & Video,9+,383622144,13.0,2020-01-14T08:00:00Z,2025-08-14T08:18:43Z,5.2.8,0.0,True,3.96137,7377,3.96137,7377
Talking Babsy Baby: Baby Games,1507652980,Baby care game & Dress up,apple,"Games, Simulation, Family, Education",Games,4+,130821120,12.0,2020-04-28T07:00:00Z,2024-12-23T21:06:08Z,1.67,0.0,True,4.40046,49081,4.40046,49081
"Black Wallpaper, AMOLED, Dark Background: Darkify",1616629991,ThemePack: Widgets & Wallpaper,apple,"Graphics & Design, Entertainment",Graphics & Design,4+,179287040,14.0,2022-04-12T07:00:00Z,2025-09-23T02:16:08Z,2.5.8,0.0,True,4.68466,378697,4.68466,378697
Girly Wallpapers Backgrounds,1579710617,Girly wallpapers HD | 4K,apple,"Photo & Video, Entertainment",Photo & Video,4+,33017856,14.0,2021-08-06T07:00:00Z,2024-07-16T19:57:01Z,1.2,0.0,True,4.59816,4467,4.59816,4467
Chart - Myanmar Keyboard,919884616,TTKeyboard,apple,Utilities,Utilities,4+,107333632,13.0,2014-09-24T19:23:15Z,2025-05-07T21:34:50Z,4.5,0.0,True,4.3087,1814,4.3087,1814
Easy Makeup Tutorials,1434594204,Prêt à Makeup,apple,"Graphics & Design, Lifestyle",Graphics & Design,4+,301735936,17.5,2019-02-22T23:34:33Z,2025-09-24T22:17:42Z,2.9.2,0.0,True,4.4177,37735,4.4177,37735
Horoscopes – Daily Zodiac Horoscope and Astrology,363920434,The DailyHoroscope,apple,"Lifestyle, Reference",Lifestyle,4+,104794112,14.0,2010-04-04T21:53:21Z,2025-04-24T23:39:34Z,5.0.4,0.0,True,4.84944,93400,4.84944,93400
Entel,931459056,Entel,apple,Utilities,Utilities,4+,93120512,15.0,2014-12-17T07:09:15Z,2025-08-13T12:37:06Z,4.15.1,0.0,True,4.21377,697,4.21377,697
ZenUI Safeguard,724596345,McAfee Security: Privacy & VPN,apple,"Utilities, Productivity",Utilities,4+,270301184,16.0,2014-01-08T15:55:50Z,2025-09-02T10:56:26Z,9.8,0.0,True,4.70629,200104,4.70629,200104
Live 4D Results ! (MY & SG),1672726439,Live 4D Results - (MY & SG),apple,"Magazines & Newspapers, Lifestyle",Magazines & Newspapers,17+,117711872,11.0,2023-03-01T08:00:00Z,2023-09-05T18:41:11Z,3.5,0.0,True,5.0,1,5.0,1
Diary with lock,1252208166,Diary With Password,apple,"Productivity, Lifestyle",Productivity,4+,12310528,12.0,2017-06-26T18:43:42Z,2025-04-14T15:13:07Z,3.2.6,0.0,True,4.72288,25391,4.72288,25391
FOSSIL Q: DESIGN YOUR DIAL,318698524,Google Voice,apple,Productivity,Productivity,4+,176322560,18.0,2010-11-16T19:14:42Z,2025-09-19T18:26:55Z,25.37,0.0,True,4.30327,60790,4.30327,60790
Telstra,543829966,My Telstra,apple,Utilities,Utilities,4+,282665984,16.1,2012-07-25T18:40:14Z,2025-09-08T04:32:28Z,116.0.93648,0.0,True,4.14815,864,4.14815,864
Family Locator - GPS Tracker,416436167,iSharing: GPS Location Tracker,apple,"Social Networking, Lifestyle",Social Networking,4+,323115008,15.1,2011-01-29T01:58:13Z,2025-09-24T16:31:16Z,12.9.6,0.0,True,4.82062,30293,4.82062,30293
Van Nien 2018 - Lich Van su & Lich Am,1071624317,Lịch Vạn Niên 2025 & Lịch Việt,apple,"Reference, Utilities",Reference,4+,137947136,15.6,2016-01-09T00:16:46Z,2025-03-12T23:51:24Z,7.16,0.0,True,4.62029,14980,4.62029,14980
Safeway,521487551,Safeway Deals & Delivery,apple,"Shopping, Lifestyle",Shopping,4+,324914176,15.0,2012-05-01T21:33:33Z,2025-09-20T04:26:56Z,2025.33.0,0.0,True,4.77456,1109257,4.77456,1109257
HTC Speak,1286609883,Speak: Language Learning,apple,"Education, Travel",Education,4+,238534656,15.0,2017-12-22T02:12:54Z,2025-09-25T23:07:17Z,4.16.0,0.0,True,4.82862,21245,4.82862,21245
