App,as_app_id,as_title,as_store,as_genres,as_primary_genre,as_content_rating,as_size,as_required_os_version,as_released,as_updated,as_version,as_price,as_free,as_score,as_reviews,as_current_version_score,as_current_version_reviews
3D Color Pixel by Number - Sandbox Art Coloring,1237405816,Sandbox - Pixel Art Coloring,apple,"Entertainment, Games, Family, Puzzle",Entertainment,4+,20716544,9.0,2017-06-03T04:23:55Z,2025-08-05T08:22:19Z,1.8.15,0.0,True,4.73501,968634,4.73501,968634
Learn To Draw Kawaii Characters,1596137708,DrawCutie - Draw Cute Girls,apple,"Entertainment, Education",Entertainment,4+,47087616,12.0,2021-12-21T08:00:00Z,2025-08-26T19:06:11Z,2.0.10,0.0,True,4.71491,5707,4.71491,5707
Photo Designer - Write your name with shapes,309465525,Shutterfly: Prints Cards Gifts,apple,"Photo & Video, Shopping",Photo & Video,4+,184130560,15.0,2009-04-04T10:17:45Z,2025-09-17T17:47:55Z,15.18.0,0.0,True,4.67788,543691,4.67788,543691
350 Diy Room Decor Ideas,1413287364,Redecor - Home Design Game,apple,"Games, Graphics & Design, Casual, Simulation",Games,12+,165728256,12.4,2020-04-10T07:00:00Z,2025-09-21T08:14:13Z,3.49.6,0.0,True,4.71889,265611,4.71889,265611
FlipaClip - Cartoon animation,1101848914,FlipaClip: Create 2D Animation,apple,"Graphics & Design, Productivity",Graphics & Design,4+,217374720,13.0,2017-03-04T16:32:53Z,2025-09-25T16:47:09Z,4.2.21,0.0,True,4.61941,219283,4.61941,219283
ibis Paint X,450722833,ibis Paint X,apple,"Graphics & Design, Entertainment",Graphics & Design,12+,110107648,15.0,2011-08-01T21:09:00Z,2025-09-24T21:25:36Z,13.1.12,0.0,True,4.70317,250746,4.70317,250746
Logo Maker - Small Business,950802372,"Logo Maker, Design Creator.",apple,"Graphics & Design, Business",Graphics & Design,4+,394226688,13,2018-01-07T21:21:18Z,2025-09-25T21:06:27Z,7.70,0.0,True,4.69257,7130,4.69257,7130
Boys Photo Editor - Six Pack & Men's Suit,1238762798,SixPack Studio Cam : BodyBoost,apple,"Photo & Video, Social Networking",Photo & Video,17+,78594048,18.0,2017-05-22T14:13:56Z,2025-04-20T14:36:41Z,2.2,0.0,True,4.63663,2752,4.63663,2752
Superheroes Wallpapers | 4K Backgrounds,1348676585,"Wallcraft – Wallpapers, live",apple,"Entertainment, Photo & Video",Entertainment,12+,206869504,13.0,2018-03-16T03:23:03Z,2025-09-09T09:32:09Z,3.28,0.0,True,4.58636,147519,4.58636,147519
Mcqueen Coloring pages,1027352017,Recolor: Adult Coloring Book.,apple,Entertainment,Entertainment,12+,219126784,15.6,2015-08-24T12:17:44Z,2025-09-16T06:59:39Z,5.6.7,0.0,True,4.47394,106143,4.47394,106143
HD Mickey Minnie Wallpapers,1198467809,HD Wallpapers and Backgrounds.,apple,"Lifestyle, Utilities",Lifestyle,9+,86177792,14.0,2017-11-10T09:37:58Z,2023-09-06T18:12:40Z,3.1,0.0,True,4.49796,13822,4.49796,13822
Harley Quinn wallpapers HD,1155985220,HD Wallpapers For Harley Quinn Edition,apple,"Lifestyle, Entertainment",Lifestyle,4+,13068288,8.0,2016-09-22T13:27:59Z,2017-02-13T23:27:37Z,1.1,0.0,True,3.87264,212,3.87264,212
Colorfit - Drawing & Coloring,1062006344,Adult Coloring Book - Pigment,apple,"Lifestyle, Entertainment",Lifestyle,4+,233458688,16.0,2015-12-17T05:16:47Z,2025-09-24T17:18:53Z,3.7.1,0.0,True,4.59715,192100,4.59715,192100
Animated Photo Editor,1540719743,ToonApp: Cartoon Photo Editor,apple,"Photo & Video, Entertainment",Photo & Video,4+,138937344,15.0,2021-01-05T08:00:00Z,2025-09-05T10:57:12Z,2.31.0,0.0,True,4.73453,106477,4.73453,106477
Pencil Sketch Drawing,448162988,My Sketch - Pencil Sketches,apple,"Photo & Video, Entertainment",Photo & Video,4+,44449792,12.0,2011-08-03T00:12:22Z,2022-09-23T03:01:14Z,6.9,3.99,False,4.77374,12225,4.77374,12225
Easy Realistic Drawing Tutorial,1369587032,How To Draw Eyes with Steps,apple,"Education, Entertainment",Education,4+,102420480,9.0,2018-04-22T22:24:52Z,2018-04-22T22:24:52Z,1.0.1,0.0,True,4.25159,4078,4.25159,4078
Pink Silver Bow Keyboard Theme,1035199024,Kika Keyboard: Custom Themes,apple,"Utilities, Entertainment",Utilities,17+,172010496,13.0,2015-10-13T00:00:25Z,2025-09-20T04:17:55Z,5.4.0,0.0,True,4.56592,290570,4.56592,290570
Art Drawing Ideas,1477986704,Drawing ▫,apple,"Productivity, Photo & Video",Productivity,4+,218003456,14.0,2019-11-29T08:00:00Z,2025-03-20T05:44:53Z,4.12,0.0,True,4.08256,14462,4.08256,14462
Anime Manga Coloring Book,1638130066,Manga & Anime coloring book,apple,"Entertainment, Puzzle, Games, Trivia",Entertainment,4+,63773696,12.0,2022-08-08T07:00:00Z,2023-12-21T19:23:55Z,5.7,0.0,True,4.57639,1093,4.57639,1093
Easy Origami Ideas,1463736645,Origami Master: Create & Fold,apple,"Entertainment, Education",Entertainment,4+,125864960,13.0,2019-05-16T15:57:01Z,2025-08-31T19:46:04Z,3.0,0.0,True,4.77844,2004,4.77844,2004
I Creative Idea,694087970,Brainsparker Creativity Coach,apple,"Productivity, Education",Productivity,17+,40776704,15.0,2013-09-23T23:05:52Z,2025-04-24T11:28:23Z,8.2.3,0.0,True,4.65611,1326,4.65611,1326
How to draw Ladybug and Cat Noir,1300500620,Miraculous Ladybug & Cat Noir,apple,"Games, Racing, Family, Entertainment",Games,12+,417608704,13,2018-04-24T19:27:45Z,2025-08-27T09:35:25Z,5.9.56,0.0,True,4.68076,190433,4.68076,190433
UNICORN - Color By Number & Pixel Art Coloring,1293646758,UNICORN: Color by Number Games,apple,"Entertainment, Lifestyle",Entertainment,12+,161591296,13.0,2017-10-27T01:22:20Z,2025-07-25T06:19:01Z,6.2.0,0.0,True,4.69004,460782,4.69004,460782
Floor Plan Creator,986274256,ArcSite: Floor Plans and CAD,apple,"Productivity, Business",Productivity,4+,209488896,15.0,2015-05-07T21:53:14Z,2025-09-14T11:57:19Z,5.39.0,0.0,True,4.6765,6476,4.6765,6476
PIP Camera - PIP Collage Maker,1105359339,PIP Camera Photo Collage Maker,apple,"Photo & Video, Productivity",Photo & Video,4+,58638336,7.1,2016-04-29T23:10:20Z,2016-04-29T23:10:20Z,1.0,0.0,True,5.0,1,5.0,1
How To Color Disney Princess - Coloring Pages,1400326821,Disney Coloring World,apple,"Entertainment, Education",Entertainment,4+,1298546688,13.0,2018-12-20T08:52:32Z,2025-08-28T09:01:46Z,17.2.0,0.0,True,4.38417,204845,4.38417,204845
Drawing Clothes Fashion Ideas,1624421627,Fashion Illustration: Design,apple,"Graphics & Design, Productivity",Graphics & Design,4+,134667264,16.0,2022-06-10T07:00:00Z,2025-09-25T07:01:42Z,1.5.0,0.0,True,4.4065,1909,4.4065,1909
Sad Poetry Photo Frames 2018,1289057196,SCRL: Photo Collage Maker,apple,"Photo & Video, Graphics & Design",Photo & Video,4+,120071168,15.0,2017-10-18T00:03:43Z,2025-09-22T14:44:42Z,9.16,0.0,True,4.83021,83640,4.83021,83640
Textgram - write on photos,438429273,Phonto - Text on Photos,apple,"Photo & Video, Entertainment",Photo & Video,4+,68573184,17.6,2011-05-24T07:06:16Z,2025-09-20T04:24:30Z,4.9.46,0.0,True,4.81629,118521,4.81629,118521
Paint Splash!,1435571484,Helix Paint Ball - jump Stack,apple,"Games, Entertainment, Music, Word",Games,12+,243290112,12.0,2018-09-08T22:42:41Z,2024-03-04T12:07:37Z,1.9,0.0,True,4.65172,290,4.65172,290
Popsicle Sticks and Similar DIY Craft Ideas,445458809,Michaels Stores,apple,"Shopping, Lifestyle",Shopping,4+,369619968,15.0,2011-07-01T07:00:00Z,2025-09-12T14:31:04Z,25.9.1,0.0,True,4.78604,270683,4.78604,270683
"Canva: Poster, banner, card maker & graphic design",897446215,Canva: AI Photo & Video Editor,apple,"Photo & Video, Productivity",Photo & Video,4+,102373376,14.0,2014-10-15T10:23:37Z,2025-09-25T01:30:13Z,4.178.0,0.0,True,4.88181,2935397,4.88181,2935397
Install images with music to make video without Net - 2018,1006639052,Add Background Music To Video,apple,"Photo & Video, Utilities",Photo & Video,4+,109184000,13.0,2015-07-16T07:00:00Z,2025-09-22T07:34:48Z,5.4.29,0.0,True,4.31764,34171,4.31764,34171
Little Teddy Bear Colouring Book Game,1456596043,Gallery: Coloring book & decor,apple,"Games, Entertainment, Simulation, Puzzle",Games,4+,398706688,13.0,2019-07-12T22:33:44Z,2025-09-18T18:51:36Z,4.5.1,0.0,True,4.59576,34400,4.59576,34400
How To Draw Food,1489427799,How To Draw ⋆,apple,"Entertainment, Education",Entertainment,4+,61731840,13.0,2019-11-27T08:00:00Z,2025-09-24T11:45:41Z,5.3,0.0,True,4.41153,5873,4.41153,5873
Monster Truck Stunt 3D 2019,1585796853,"Monster Truck - 4x4,Stunt,Race",apple,"Games, Strategy, Entertainment, Racing",Games,4+,481905664,15.0,2021-09-17T07:00:00Z,2025-09-16T11:29:50Z,3.1.1,0.0,True,4.457,7116,4.457,7116
Real Tractor Farming,6449486184,Real Tractor Farming Game,apple,"Games, Simulation",Games,4+,178760704,12.0,2023-05-25T07:00:00Z,2024-10-29T10:53:21Z,1.2.2,0.0,True,4.48949,2429,4.48949,2429
Ultimate F1 Racing Championship,556164008,Real Racing 3: Car Race Game,apple,"Games, Action, Racing, Entertainment",Games,4+,1590960128,13,2013-02-28T08:00:00Z,2025-08-25T21:31:58Z,13.6.1,0.0,True,4.76689,449987,4.76689,449987
Used Cars and Trucks for Sale,353263352,Cars.com - New & Used Cars,apple,"Shopping, Lifestyle",Shopping,4+,68283392,16.0,2010-02-03T00:04:02Z,2025-09-16T21:27:27Z,9.62.1,0.0,True,4.82979,582836,4.82979,582836
American Muscle Car Race,1039264027,MotorTrend,apple,"Entertainment, Sports",Entertainment,12+,29205504,15.1,2015-10-16T01:26:54Z,2025-09-10T08:30:47Z,6.0.9,0.0,True,4.80703,56278,4.80703,56278
Offroad Oil Tanker Driver Transport Truck 2019,1247041373,Truck Driver Power - Truck GPS,apple,"Navigation, Weather",Navigation,9+,111714304,14.0,2017-10-25T02:22:15Z,2024-03-06T23:56:16Z,218.0.0,0.0,True,4.67229,1303,4.67229,1303
Tickets SDA 2018 and Exam from the State Traffic Safety Inspectorate with Drom.ru,1032930471,Off The Record: Ticket Lawyer,apple,"Productivity, Utilities",Productivity,4+,72957952,12.1,2015-09-23T18:40:45Z,2025-09-17T13:41:59Z,25.0.2,0.0,True,4.64702,9431,4.64702,9431
Gas Prices (Germany only),406719683,GasBuddy: Find & Pay for Gas,apple,"Travel, Navigation",Travel,12+,155268096,15.1,2010-12-17T17:48:52Z,2025-09-19T16:17:52Z,701.29.25333,0.0,True,4.69431,446735,4.69431,446735
Extreme Rally Championship,1437096541,Rush Rally 3,apple,"Games, Simulation, Racing, Sports",Games,4+,288782336,12.0,2019-03-27T19:32:34Z,2023-09-29T21:12:59Z,1.155,4.99,False,4.78247,2864,4.78247,2864
Restart Navigator,1450557920,Holland America Line Navigator,apple,"Travel, Lifestyle",Travel,4+,263449600,14.0,2019-02-15T11:47:46Z,2025-08-08T17:03:06Z,4.48.5,0.0,True,4.53667,35428,4.53667,35428
"REG - Check the regnumber, find information about Swedish vehicles",1191483515,VIN Check Report for Used Cars,apple,"Shopping, Reference",Shopping,4+,70850560,13.2,2017-01-26T03:25:03Z,2023-02-06T15:37:57Z,10.9.0,0.0,True,4.74285,2901,4.74285,2901
CityBus Lviv,1102770894,Lviv Transport Online,apple,"Travel, Navigation",Travel,4+,2117632,7.0,2016-04-19T06:23:51Z,2017-12-29T22:20:21Z,1.2,0.0,True,5.0,1,5.0,1
CDL Practice Test 2018 Edition,1447718378,CDL Prep · Practice Test 2025,apple,"Education, Utilities",Education,12+,48812032,13.0,2021-06-17T07:00:00Z,2025-07-08T16:16:32Z,2.0.11,0.0,True,4.75577,1818,4.75577,1818
"ezETC (ETC balance inquiry, meter trial, real-time traffic)",1503631764,Tolls NY,apple,"Travel, Navigation",Travel,12+,86268928,16,2020-06-15T07:00:00Z,2025-09-26T02:02:57Z,3.9,0.0,True,4.75786,213006,4.75786,213006
Free VIN Report for Used Cars,1181052583,VIN Report for Used Cars,apple,"Shopping, Lifestyle",Shopping,4+,11773952,13.0,2017-01-03T19:56:43Z,2024-10-02T22:58:43Z,1.26,0.0,True,4.69086,1805,4.69086,1805
DMV Permit Practice Test 2018 Edition,513850893,DMV Permit Practice Test Genie,apple,"Education, Reference",Education,4+,167764992,15.0,2012-04-25T00:53:12Z,2025-09-22T23:59:35Z,11.1.2,0.0,True,4.76898,175401,4.76898,175401
Check Vehicle Tax,482050344,H&R Block Tax Prep: File Taxes,apple,"Finance, Productivity",Finance,4+,114121728,15.0,2012-01-18T01:24:50Z,2025-08-25T16:38:57Z,14.8.0,0.0,True,4.76539,114974,4.76539,114974
Used Cars Mexico,353263352,Cars.com - New & Used Cars,apple,"Shopping, Lifestyle",Shopping,4+,68283392,16.0,2010-02-03T00:04:02Z,2025-09-16T21:27:27Z,9.62.1,0.0,True,4.82979,582836,4.82979,582836
Ulysse Speedometer,1460509229,Speedometer ⋙,apple,"Utilities, Travel",Utilities,4+,18640896,12.1,2019-04-24T09:08:59Z,2025-03-20T10:38:41Z,1.8,0.0,True,4.44072,13648,4.44072,13648
REPUVE,6472091070,MOT Check UK,apple,"Reference, Finance",Reference,4+,79100928,14.0,2023-11-14T08:00:00Z,2025-07-25T15:13:45Z,2.0,0.0,True,2.33333,3,2.33333,3
Used cars for sale - Trovit,353263352,Cars.com - New & Used Cars,apple,"Shopping, Lifestyle",Shopping,4+,68283392,16.0,2010-02-03T00:04:02Z,2025-09-16T21:27:27Z,9.62.1,0.0,True,4.82979,582836,4.82979,582836
"Fines of the State Traffic Safety Inspectorate are official: inspection, payment of fines",1198015583,NYC Pay or Dispute,apple,"Finance, Utilities",Finance,4+,10404864,14.0,2017-03-07T20:28:52Z,2025-06-11T21:03:36Z,5.8,0.0,True,4.73793,426086,4.73793,426086
SK Enca Direct Malls - Used Cars Search,353263352,Cars.com - New & Used Cars,apple,"Shopping, Lifestyle",Shopping,4+,68283392,16.0,2010-02-03T00:04:02Z,2025-09-16T21:27:27Z,9.62.1,0.0,True,4.82979,582836,4.82979,582836
"Android Auto - Maps, Media, Messaging & Voice",323229106,Waze Navigation & Live Traffic,apple,"Navigation, Travel",Navigation,17+,192705536,16.0,2009-08-01T21:14:40Z,2025-09-16T06:54:01Z,5.11.5.1,0.0,True,4.84508,3075844,4.84508,3075844
PDD-UA,911804296,"Циан. Недвижимость, квартиры",apple,"Lifestyle, Business",Lifestyle,4+,298753024,15.0,2014-12-21T15:12:07Z,2025-09-25T08:21:18Z,1.398,0.0,True,4.69216,2092,4.69216,2092
Tickets SDA 2019 + Exam RF,1484690932,BoardVitals Medical Exam Prep,apple,"Medical, Education",Medical,17+,47764480,15.5,2020-02-10T08:00:00Z,2025-07-09T13:23:51Z,1.8.3,0.0,True,4.91306,9535,4.91306,9535
Super Cars Wallpapers And Backgrounds,1198467809,HD Wallpapers and Backgrounds.,apple,"Lifestyle, Utilities",Lifestyle,9+,86177792,14.0,2017-11-10T09:37:58Z,2023-09-06T18:12:40Z,3.1,0.0,True,4.49796,13822,4.49796,13822
"Police Lights, Sirens & Follow Me",453598205,Police Siren Lights Pro,apple,"Entertainment, Utilities",Entertainment,9+,73126912,10.3,2011-08-04T00:16:35Z,2021-01-12T11:15:02Z,3.3,0.0,True,4.62085,13686,4.62085,13686
Police Detector (Speed Camera Radar),1099797635,Radarbot: Speed Cameras | GPS,apple,"Navigation, Travel",Navigation,4+,506330112,15.0,2016-09-04T04:10:49Z,2025-09-09T15:12:43Z,9.31,0.0,True,4.60231,95319,4.60231,95319
Best Car Wallpapers,1209665381,Best Car Wallpapers - All Cars,apple,"Photo & Video, Lifestyle",Photo & Video,4+,39598080,10.0,2017-03-05T13:49:20Z,2021-05-08T17:36:57Z,3.1,0.0,True,4.775,40,4.775,40
Tickets + PDA 2018 Exam,1501744813,Pocket Prep IT & Cybersecurity,apple,"Education, Reference",Education,4+,81523712,15.0,2020-04-20T07:00:00Z,2025-09-24T13:14:20Z,3.23.5,0.0,True,4.80488,5002,4.80488,5002
Pick Your Part Garage,1273929827,PYP Garage,apple,Shopping,Shopping,4+,46245888,14.3,2017-08-31T23:06:21Z,2024-06-20T16:41:41Z,2.0.1,0.0,True,1.41304,138,1.41304,138
PakWheels: Buy & Sell Cars,739776365,PakWheels: Buy & Sell Cars,apple,"Lifestyle, Utilities",Lifestyle,9+,217838592,15.0,2013-11-16T07:28:48Z,2025-09-25T07:31:23Z,10.5.4,0.0,True,4.5,794,4.5,794
Supervision service,1528074412,Tyler Supervision,apple,"Business, Productivity",Business,12+,45131776,13.4,2021-02-04T08:00:00Z,2025-06-04T18:23:26Z,1.8.1,0.0,True,5.0,2,5.0,2
Speed Camera Detector - Traffic & Speed Alert,323229106,Waze Navigation & Live Traffic,apple,"Navigation, Travel",Navigation,17+,192705536,16.0,2009-08-01T21:14:40Z,2025-09-16T06:54:01Z,5.11.5.1,0.0,True,4.84508,3075844,4.84508,3075844
Used car search Goo net whole car Go to net,353263352,Cars.com - New & Used Cars,apple,"Shopping, Lifestyle",Shopping,4+,68283392,16.0,2010-02-03T00:04:02Z,2025-09-16T21:27:27Z,9.62.1,0.0,True,4.82979,582836,4.82979,582836
CarMax – Cars for Sale: Search Used Car Inventory,571044395,CarMax: Used Cars for Sale,apple,"Lifestyle, Shopping",Lifestyle,4+,82195456,16.0,2012-11-02T21:53:19Z,2025-09-18T13:36:49Z,4.35.2,0.0,True,4.79688,395381,4.79688,395381
BEST CAR SOUNDS,1529805612,Real Car Sounds & Engine Noise,apple,"Entertainment, Lifestyle",Entertainment,4+,309770240,15.0,2020-09-17T07:00:00Z,2025-04-23T11:35:55Z,1.5.0,0.0,True,4.73123,2106,4.73123,2106
RST - Sale of cars on the PCT,353263352,Cars.com - New & Used Cars,apple,"Shopping, Lifestyle",Shopping,4+,68283392,16.0,2010-02-03T00:04:02Z,2025-09-16T21:27:27Z,9.62.1,0.0,True,4.82979,582836,4.82979,582836
AutoScout24 Switzerland – Find your new car,311785642,AutoScout24: Buy & sell cars,apple,"Productivity, Lifestyle",Productivity,4+,248123392,17.0,2015-05-20T15:19:51Z,2025-09-22T04:01:25Z,25.38.0,0.0,True,4.77055,22289,4.77055,22289
Zona Azul Digital Fácil SP CET - OFFICIAL São Paulo,384920861,São Paulo Travel Guide,apple,"Travel, Navigation",Travel,4+,85942272,13.0,2010-08-03T21:55:47Z,2023-01-25T18:30:46Z,3.0.24,0.0,True,4.28571,7,4.28571,7
SMS Park,449594317,EasyPark - Parking made easy,apple,"Travel, Navigation",Travel,4+,158964736,16.0,2011-07-25T07:00:00Z,2025-09-22T08:25:44Z,25.38.0,0.0,True,4.8291,7870,4.8291,7870
SKencar,6738948332,Skincare Time: Makeover ASMR,apple,"Games, Simulation, Entertainment, Casual",Games,12+,392381440,13.0,2024-12-04T08:00:00Z,2025-09-22T22:43:48Z,0.8.1,0.0,True,4.77951,26037,4.77951,26037
Fuelio: Gas log & costs,406719683,GasBuddy: Find & Pay for Gas,apple,"Travel, Navigation",Travel,12+,155268096,15.1,2010-12-17T17:48:52Z,2025-09-19T16:17:52Z,701.29.25333,0.0,True,4.69431,446735,4.69431,446735
auto fines,1032930471,Off The Record: Ticket Lawyer,apple,"Productivity, Utilities",Productivity,4+,72957952,12.1,2015-09-23T18:40:45Z,2025-09-17T13:41:59Z,25.0.2,0.0,True,4.64702,9431,4.64702,9431
"Used car is the first car - used car purchase, used car quotation, dealer information to",353263352,Cars.com - New & Used Cars,apple,"Shopping, Lifestyle",Shopping,4+,68283392,16.0,2010-02-03T00:04:02Z,2025-09-16T21:27:27Z,9.62.1,0.0,True,4.82979,582836,4.82979,582836
All of the parking lot - National Park application (parking lot search / parking sharing / discount payment),1414389805,Parking.com - Find Parking Now,apple,"Navigation, Travel",Navigation,4+,88934400,12.0,2018-08-07T15:59:38Z,2025-02-19T21:06:48Z,3.62.0,0.0,True,4.50106,16984,4.50106,16984
Inquiry Fines and Debits of Vehicles,1509721720,DARB,apple,"Business, Finance",Business,4+,113403904,11.0,2020-05-10T07:00:00Z,2025-08-07T06:23:40Z,11.0.0,0.0,True,4.58783,11078,4.58783,11078
Gas Station,406719683,GasBuddy: Find & Pay for Gas,apple,"Travel, Navigation",Travel,12+,155268096,15.1,2010-12-17T17:48:52Z,2025-09-19T16:17:52Z,701.29.25333,0.0,True,4.69431,446735,4.69431,446735
Hush - Beauty for Everyone,622434129,BeautyPlus-AI Figure Generator,apple,"Photo & Video, Graphics & Design",Photo & Video,9+,597657600,13.0,2013-04-25T02:33:30Z,2025-09-18T07:41:55Z,7.19.0,0.0,True,4.81998,337689,4.81998,337689
"ipsy: Makeup, Beauty, and Tips",393328150,Sephora US: Makeup & Skincare,apple,"Shopping, Lifestyle",Shopping,12+,251621376,15.0,2010-09-30T04:14:11Z,2025-09-12T11:13:47Z,25.18,0.0,True,4.88628,424690,4.88628,424690
Natural recipes for your beauty,1545961260,Green Chef: Healthy Recipes,apple,"Food & Drink, Health & Fitness",Food & Drink,4+,370510848,16.0,2021-02-25T08:00:00Z,2025-09-24T11:45:34Z,25.39,0.0,True,4.72578,23948,4.72578,23948
"BestCam Selfie-selfie, beauty camera, photo editor",592331499,BeautyCam-AI Photo Editor,apple,"Photo & Video, Social Networking",Photo & Video,12+,457980928,13.0,2013-01-27T08:00:00Z,2025-09-19T21:25:27Z,12.8.10,0.0,True,4.78282,18556,4.78282,18556
Mirror - Zoom & Exposure -,431471943,@Mirror,apple,"Lifestyle, Health & Fitness",Lifestyle,4+,115701760,11.0,2011-04-27T01:22:55Z,2020-03-26T08:32:53Z,4.6,0.0,True,4.61965,7877,4.61965,7877
Beauty Selfie Camera,768469908,YouCam Perfect: Beauty Camera,apple,"Photo & Video, Entertainment",Photo & Video,4+,272581632,16.0,2014-03-27T00:39:38Z,2025-09-18T12:19:55Z,6.11.0,0.0,True,4.77416,114330,4.77416,114330
Hairstyles step by step,764595159,Perfect Hairstyle and Hair Cut,apple,"Lifestyle, Entertainment",Lifestyle,4+,154335232,14.0,2013-12-08T23:31:12Z,2025-09-13T10:22:18Z,10.6,0.0,True,4.18182,15433,4.18182,15433
Filters for Selfie,1195525697,Sweet Face Camera: Selfie Edit,apple,Photo & Video,Photo & Video,9+,174605312,10.0,2017-03-15T04:13:59Z,2021-03-12T04:24:26Z,4.3.2,0.0,True,4.43099,32838,4.43099,32838
Tie - Always be happy,6463438950,Friendship Bracelets,apple,"Graphics & Design, Music",Graphics & Design,4+,100025344,13.0,2023-08-29T07:00:00Z,2025-04-16T07:57:36Z,1.42,0.0,True,3.99569,2086,3.99569,2086
Ulta Beauty,561930308,Ulta Beauty: Makeup & Skincare,apple,"Shopping, Lifestyle",Shopping,4+,232596480,17.6,2012-11-11T05:28:36Z,2025-09-23T13:49:36Z,10.5,0.0,True,4.87146,2008507,4.87146,2008507
Prom MakeUp Tutorial,1434594204,Prêt à Makeup,apple,"Graphics & Design, Lifestyle",Graphics & Design,4+,301735936,17.5,2019-02-22T23:34:33Z,2025-09-24T22:17:42Z,2.9.2,0.0,True,4.4177,37735,4.4177,37735
Selfie Camera,1437880869,SODA - Natural Beauty Camera,apple,"Photo & Video, Lifestyle",Photo & Video,4+,235264000,15.0,2018-10-20T08:07:59Z,2025-09-04T10:29:57Z,9.3.15,0.0,True,4.75096,10661,4.75096,10661
Sweet Selfie Beauty Camera,768469908,YouCam Perfect: Beauty Camera,apple,"Photo & Video, Entertainment",Photo & Video,4+,272581632,16.0,2014-03-27T00:39:38Z,2025-09-18T12:19:55Z,6.11.0,0.0,True,4.77416,114330,4.77416,114330
